style_color,style,color,familia,gender,srp,whs,pares_grid,PA01,PA02,PA03,PA04,NICK1,total_tiendas,orden_2026_1,orden_2026_2
404042L-CHAR,404042L,CHAR,TIDAL-TECH,KIDS,32990.0,18350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1931.0
404042L-RDBK,404042L,RDBK,TIDAL-TECH,KIDS,32990.0,18350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1494.0
404042L-SLT,404042L,SLT,TIDAL-TECH,KIDS,32990.0,18350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,812.0
403908L-BKSL,403908L,BKSL,BOUNDER,KIDS,32990.0,18350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4788.0
403908L-BBK,403908L,BBK,BOUNDER,KIDS,32990.0,18350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6094.0,0.0
403908L-BKRD,403908L,BKRD,BOUNDER,KIDS,32990.0,18350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5021.0,5214.0
403908L-NVLM,403908L,NVLM,BOUNDER,KIDS,32990.0,18350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8412.0,5308.0
403909L-BKRD,403909L,BKRD,BOUNDER,KIDS,32990.0,18350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
403909L-CCOR,403909L,CCOR,BOUNDER,KIDS,32990.0,18350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0
403909L-NVLM,403909L,NVLM,BOUNDER,KIDS,32990.0,18350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
403718L-BKLM,403718L,BKLM,BOUNDLESS,KIDS,32990.0,18350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,413.0
403718L-BKSL,403718L,BKSL,BOUNDLESS,KIDS,32990.0,18350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13050.0,641.0
403718L-NVBL,403718L,NVBL,BOUNDLESS,KIDS,32990.0,18350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8415.0,404.0
404125L-NVSL,404125L,NVSL,MICROSPEC VELOCITY,KIDS,32990.0,18350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3237.0,306.0
404125L-RDBK,404125L,RDBK,MICROSPEC VELOCITY,KIDS,32990.0,18350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4246.0,297.0
404015L-GYBK,404015L,GYBK,SKECH-LITE PRO,KIDS,32990.0,18350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,933.0
404015L-NVLM,404015L,NVLM,SKECH-LITE PRO,KIDS,32990.0,18350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2043.0
404015L-BKCC,404015L,BKCC,SKECH-LITE PRO,KIDS,32990.0,18350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1874.0,4076.0
404015L-BLK,404015L,BLK,SKECH-LITE PRO,KIDS,32990.0,18350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3125.0,5243.0
404016L-GYBK,404016L,GYBK,SKECH-LITE PRO,KIDS,32990.0,18350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,522.0
404016L-BLK,404016L,BLK,SKECH-LITE PRO,KIDS,32990.0,18350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4995.0,5615.0
404016L-NVLM,404016L,NVLM,SKECH-LITE PRO,KIDS,32990.0,18350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2212.0,2428.0
404820L-BKBL,404820L,BKBL,BOUNDLESS,KIDS,29990.0,16650.0,0.0,0.0,12.0,12.0,0.0,0.0,24.0,0.0,1748.0
404820L-NVSL,404820L,NVSL,BOUNDLESS,KIDS,29990.0,16650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
404820L-RDBK,404820L,RDBK,BOUNDLESS,KIDS,29990.0,16650.0,0.0,0.0,0.0,12.0,0.0,0.0,12.0,0.0,1982.0
404802L-BLK,404802L,BLK,EDGERIDE,KIDS,29990.0,16650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4992.0
404802L-NVY,404802L,NVY,EDGERIDE,KIDS,29990.0,16650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2564.0
404803L-BLK,404803L,BLK,EDGERIDE,KIDS,29990.0,16650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5029.0
404803L-NVY,404803L,NVY,EDGERIDE,KIDS,29990.0,16650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1679.0
404118L-BKW,404118L,BKW,MICROSPEC TREAD 2.0,KIDS,29990.0,16650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
404118L-RYBK,404118L,RYBK,MICROSPEC TREAD 2.0,KIDS,29990.0,16650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
404118L-SLBK,404118L,SLBK,MICROSPEC TREAD 2.0,KIDS,29990.0,16650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
404118L-RDBK,404118L,RDBK,MICROSPEC TREAD 2.0,KIDS,29990.0,16650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
404127L-BBLM,404127L,BBLM,MICROSPEC VELOCITY,KIDS,29990.0,16650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5275.0
404127L-NVBL,404127L,NVBL,MICROSPEC VELOCITY,KIDS,29990.0,16650.0,0.0,0.0,0.0,0.0,15.0,0.0,15.0,0,0
404127L-BKRD,404127L,BKRD,MICROSPEC VELOCITY,KIDS,29990.0,16650.0,0.0,0.0,0.0,0.0,15.0,0.0,15.0,0.0,5206.0
403917L-BLK,403917L,BLK,BOUNDER,KIDS,27990.0,15550.0,0.0,0.0,12.0,0.0,0.0,0.0,12.0,0,0
403917L-BLYL,403917L,BLYL,BOUNDER,KIDS,27990.0,15550.0,0.0,0.0,12.0,0.0,0.0,0.0,12.0,0,0
403917L-GRY,403917L,GRY,BOUNDER,KIDS,27990.0,15550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
405094L-BKRY,405094L,BKRY,GO RUN 400 V2,KIDS,27990.0,15550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1340.0,0.0
405094L-CCRD,405094L,CCRD,GO RUN 400 V2,KIDS,27990.0,15550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
405094L-NVLM,405094L,NVLM,GO RUN 400 V2,KIDS,27990.0,15550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,688.0,0.0
404842L-BKCC,404842L,BKCC,SKECH CAGE,KIDS,27990.0,15550.0,0.0,0.0,0.0,12.0,15.0,0.0,27.0,0,0
404842L-BKRD,404842L,BKRD,SKECH CAGE,KIDS,27990.0,15550.0,0.0,0.0,12.0,12.0,0.0,0.0,24.0,0,0
404842L-NVBL,404842L,NVBL,SKECH CAGE,KIDS,27990.0,15550.0,0.0,0.0,12.0,12.0,0.0,0.0,24.0,0,0
417035L-BLK,417035L,BLK,UNO GEN1,KIDS,44990.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1015.0
417035L-NVY,417035L,NVY,UNO GEN1,KIDS,44990.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1006.0
417035L-WNVR,417035L,WNVR,UNO GEN1,KIDS,44990.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
417035L-OLV,417035L,OLV,UNO GEN1,KIDS,44990.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,698.0
417132L-SAGE,417132L,SAGE,UNO LITE,KIDS,39990.0,22200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
417132L-NVBL,417132L,NVBL,UNO LITE,KIDS,39990.0,22200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
417132L-BKW,417132L,BKW,UNO LITE,KIDS,39990.0,22200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1392.0
417132L-WBRD,417132L,WBRD,UNO LITE,KIDS,39990.0,22200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1318.0
417021L-LTGY,417021L,LTGY,UNO LITE 2.0,KIDS,37990.0,21100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
417021L-CHAR,417021L,CHAR,UNO LITE 2.0,KIDS,37990.0,21100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
417021L-TPE,417021L,TPE,UNO LITE 2.0,KIDS,37990.0,21100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
417129L-BLK,417129L,BLK,UNO LITE EASE,KIDS,37990.0,21100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
417129L-GRY,417129L,GRY,UNO LITE EASE,KIDS,37990.0,21100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
417129L-NVY,417129L,NVY,UNO LITE EASE,KIDS,37990.0,21100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
418070L-BBK,418070L,BBK,COURT TECH,KIDS,34990.0,19450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
418070L-NVGY,418070L,NVGY,COURT TECH,KIDS,34990.0,19450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
418070L-OLV,418070L,OLV,COURT TECH,KIDS,34990.0,19450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1160.0,262.0
418028L-BLK,418028L,BLK,QUICK STREET,KIDS,32990.0,18350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2632.0
418028L-CHAR,418028L,CHAR,QUICK STREET,KIDS,32990.0,18350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3258.0
418028L-OLV,418028L,OLV,QUICK STREET,KIDS,32990.0,18350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2985.0
418027L-BLK,418027L,BLK,QUICK STREET,KIDS,32990.0,18350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
418027L-CHAR,418027L,CHAR,QUICK STREET,KIDS,32990.0,18350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
418027L-OLV,418027L,OLV,QUICK STREET,KIDS,32990.0,18350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
407066L-BLK,407066L,BLK,STORM BLAZER,KIDS,44990.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,990.0
407066L-GRN,407066L,GRN,STORM BLAZER,KIDS,44990.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,990.0
406411L-BKGR,406411L,BKGR,RUGGED RANGER,KIDS,42990.0,23900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1056.0,0.0
406411L-BKRD,406411L,BKRD,RUGGED RANGER,KIDS,42990.0,23900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1880.0,0.0
406334L-BKBL,406334L,BKBL,SKECHERS ELITE SPORT TREAD,KIDS,39990.0,22200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1254.0,0.0
406334L-OLV,406334L,OLV,SKECHERS ELITE SPORT TREAD,KIDS,39990.0,22200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,818.0
406334L-GYBL,406334L,GYBL,SKECHERS ELITE SPORT TREAD,KIDS,39990.0,22200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1581.0,0.0
406334L-NVOR,406334L,NVOR,SKECHERS ELITE SPORT TREAD,KIDS,39990.0,22200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2123.0,20.0
406341L-BKCC,406341L,BKCC,BOUNDER 2.0,KIDS,39990.0,22200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,882.0,0.0
406341L-BKOL,406341L,BKOL,BOUNDER 2.0,KIDS,39990.0,22200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
406341L-BRTP,406341L,BRTP,BOUNDER 2.0,KIDS,39990.0,22200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798.0,0.0
402151L-BKSL,402151L,BKSL,SKECHERS GARAGE,KIDS,49990.0,27750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
402151L-BLOR,402151L,BLOR,SKECHERS GARAGE,KIDS,49990.0,27750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
406377L-BKRD,406377L,BKRD,STORM BLAZER,KIDS,49990.0,27750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
406377L-BKTP,406377L,BKTP,STORM BLAZER,KIDS,49990.0,27750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
406377L-OLBK,406377L,OLBK,STORM BLAZER,KIDS,49990.0,27750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
406412L-BKGR,406412L,BKGR,RUGGED RANGER,KIDS,44990.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4368.0,0.0
406412L-BKRD,406412L,BKRD,RUGGED RANGER,KIDS,44990.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6094.0,0.0
406336L-BBK,406336L,BBK,SKECHERS ELITE SPORT TREAD,KIDS,44990.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
406336L-BKBL,406336L,BKBL,SKECHERS ELITE SPORT TREAD,KIDS,44990.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
406336L-NVOR,406336L,NVOR,SKECHERS ELITE SPORT TREAD,KIDS,44990.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
406336L-OLV,406336L,OLV,SKECHERS ELITE SPORT TREAD,KIDS,44990.0,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
406387L-BRN,406387L,BRN,VIEW POINT,KIDS,42990.0,23900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
406387L-NVY,406387L,NVY,VIEW POINT,KIDS,42990.0,23900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
405656L-DKBR,405656L,DKBR,POWER REACH,KIDS,39990.0,22200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
405656L-WTN,405656L,WTN,POWER REACH,KIDS,39990.0,22200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
400142N-BLBK,400142N,BLBK,FLEX-GLOW PLUS,KIDS,34990.0,19450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
400142N-RDBK,400142N,RDBK,FLEX-GLOW PLUS,KIDS,34990.0,19450.0,0.0,0.0,0.0,12.0,12.0,0.0,24.0,0,0
401491N-BLLM,401491N,BLLM,SKECHERS METEOR-LIGHTS 3.0,KIDS,32990.0,18350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
401491N-RDBK,401491N,RDBK,SKECHERS METEOR-LIGHTS 3.0,KIDS,32990.0,18350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
401491N-BKCC,401491N,BKCC,SKECHERS METEOR-LIGHTS 3.0,KIDS,32990.0,18350.0,0.0,0.0,12.0,12.0,12.0,0.0,36.0,0,0
407161N-GNBK,407161N,GNBK,PLAY SCENE 2.0,KIDS,34990.0,19450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
407640N-BKRD,407640N,BKRD,PLAY SCENE 2.0,KIDS,32990.0,18350.0,0.0,0.0,12.0,12.0,0.0,12.0,36.0,0,0
407640N-BKSL,407640N,BKSL,PLAY SCENE 2.0,KIDS,32990.0,18350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
407640N-GYBK,407640N,GYBK,PLAY SCENE 2.0,KIDS,32990.0,18350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
404210N-NVY,404210N,NVY,COMFY SPRINTS,KIDS,39990.0,22200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
404210N-BKW,404210N,BKW,COMFY SPRINTS,KIDS,39990.0,22200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1086.0,0.0
404118N-BKW,404118N,BKW,MICROSPEC TREAD 2.0,KIDS,27990.0,15550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
404118N-RYBK,404118N,RYBK,MICROSPEC TREAD 2.0,KIDS,27990.0,15550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
404118N-RDBK,404118N,RDBK,MICROSPEC TREAD 2.0,KIDS,27990.0,15550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
403908N-BKRD,403908N,BKRD,BOUNDER,KIDS,27990.0,15550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,5274.0
403908N-BKSL,403908N,BKSL,BOUNDER,KIDS,27990.0,15550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2351.0
403908N-CCOR,403908N,CCOR,BOUNDER,KIDS,27990.0,15550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1328.0
403908N-NVLM,403908N,NVLM,BOUNDER,KIDS,27990.0,15550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5341.0
403908N-RDBK,403908N,RDBK,BOUNDER,KIDS,27990.0,15550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1102.0
404127N-BBLM,404127N,BBLM,MICROSPEC VELOCITY,KIDS,26990.0,15000.0,0.0,0.0,12.0,12.0,0.0,0.0,24.0,0.0,2709.0
404127N-BKRD,404127N,BKRD,MICROSPEC VELOCITY,KIDS,26990.0,15000.0,0.0,0.0,12.0,12.0,0.0,0.0,24.0,0.0,2504.0
403917N-BLK,403917N,BLK,BOUNDER,KIDS,24990.0,13900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
403917N-BLYL,403917N,BLYL,BOUNDER,KIDS,24990.0,13900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
403917N-RED,403917N,RED,BOUNDER,KIDS,24990.0,13900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
407319N-BKMT,407319N,BKMT,PLAY SCENE,KIDS,34990.0,19450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
407319N-BCOR,407319N,BCOR,PLAY SCENE,KIDS,34990.0,19450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
183420-B,183420,B,UNO GLIDE-STEP,MEN,72990.0,40550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1718.0,0.0
183420-NVY,183420,NVY,UNO GLIDE-STEP,MEN,72990.0,40550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,432.0,0.0
183420-WHT,183420,WHT,UNO GLIDE-STEP,MEN,72990.0,40550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,775.0,0.0
183421-BRBK,183421,BRBK,UNO GLIDE-STEP,MEN,72990.0,40550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1106.0
183421-OLV,183421,OLV,UNO GLIDE-STEP,MEN,72990.0,40550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,716.0
183421-BLK,183421,BLK,UNO GLIDE-STEP,MEN,72990.0,40550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1166.0
183443-BBK,183443,BBK,ARCH FIT UNO,MEN,67990.0,37750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
183443-OLV,183443,OLV,ARCH FIT UNO,MEN,67990.0,37750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
183443-BLK,183443,BLK,ARCH FIT UNO,MEN,67990.0,37750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
183443-NVY,183443,NVY,ARCH FIT UNO,MEN,67990.0,37750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
52458-BBK,52458,BBK,UNO,MEN,64990.0,36100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8661.0,4007.0
52458-BLK,52458,BLK,UNO,MEN,64990.0,36100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8071.0,4483.0
52458-NVY,52458,NVY,UNO,MEN,64990.0,36100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5758.0,3431.0
52458-OLV,52458,OLV,UNO,MEN,64990.0,36100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3608.0,1479.0
52458-WHT,52458,WHT,UNO,MEN,64990.0,36100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1633.0,4005.0
183004-OLV,183004,OLV,UNO,MEN,64990.0,36100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2786.0,0.0
183004-BLK,183004,BLK,UNO,MEN,64990.0,36100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5274.0,5188.0
183004-NVY,183004,NVY,UNO,MEN,64990.0,36100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3756.0,4386.0
183004-BBK,183004,BBK,UNO,MEN,64990.0,36100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3898.0
183317-BBK,183317,BBK,UNO FLEX,MEN,64990.0,36100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
183317-BLK,183317,BLK,UNO FLEX,MEN,64990.0,36100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
183317-NVY,183317,NVY,UNO FLEX,MEN,64990.0,36100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
183317-OLV,183317,OLV,UNO FLEX,MEN,64990.0,36100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
183360-NVY,183360,NVY,UNO FLEX,MEN,59990.0,33350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2077.0
183360-BBK,183360,BBK,UNO FLEX,MEN,59990.0,33350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2611.0,3560.0
183360-BLK,183360,BLK,UNO FLEX,MEN,59990.0,33350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1309.0,2489.0
183532-TPE,183532,TPE,UNO LITE 2,MEN,54990.0,30550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
183532-BBK,183532,BBK,UNO LITE 2,MEN,54990.0,30550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2542.0
183532-BLK,183532,BLK,UNO LITE 2,MEN,54990.0,30550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2381.0
183532-NVY,183532,NVY,UNO LITE 2,MEN,54990.0,30550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1969.0
183532-WHT,183532,WHT,UNO LITE 2,MEN,54990.0,30550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3027.0
183530-BLK,183530,BLK,UNO LITE 2,MEN,47990.0,26650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11334.0
183530-WBL,183530,WBL,UNO LITE 2,MEN,47990.0,26650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
183530-TAN,183530,TAN,UNO LITE 2,MEN,47990.0,26650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
183530-B,183530,B,UNO LITE 2,MEN,47990.0,26650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
183530-NVY,183530,NVY,UNO LITE 2,MEN,47990.0,26650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8063.0
183530-OLV,183530,OLV,UNO LITE 2,MEN,47990.0,26650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5827.0
254280-BBK,254280,BBK,FEATHERWEIGHT CUP,MEN,72990.0,40550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
254280-BRMT,254280,BRMT,FEATHERWEIGHT CUP,MEN,72990.0,40550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
254280-WBK,254280,WBK,FEATHERWEIGHT CUP,MEN,72990.0,40550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
254168-WMLT,254168,WMLT,S-1992,MEN,67990.0,37750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0
254169-WMLT,254169,WMLT,S-1992,MEN,67990.0,37750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0
254356-BRN,254356,BRN,ARCH-FIT WAVE,MEN,64990.0,36100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
254356-OLV,254356,OLV,ARCH-FIT WAVE,MEN,64990.0,36100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
254356-TPE,254356,TPE,ARCH-FIT WAVE,MEN,64990.0,36100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
183227-BBK,183227,BBK,ARCH FIT ARCADE,MEN,64990.0,36100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
183227-BLK,183227,BLK,ARCH FIT ARCADE,MEN,64990.0,36100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1746.0
183227-NVY,183227,NVY,ARCH FIT ARCADE,MEN,64990.0,36100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1542.0
183402-BKTN,183402,BKTN,ARCH FIT COURT BREAK,MEN,64990.0,36100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
183402-NVY,183402,NVY,ARCH FIT COURT BREAK,MEN,64990.0,36100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
183402-BLK,183402,BLK,ARCH FIT COURT BREAK,MEN,64990.0,36100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,0.0
183402-WGR,183402,WGR,ARCH FIT COURT BREAK,MEN,64990.0,36100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1400.0,0.0
183403-BLK,183403,BLK,ARCH FIT COURT BREAK,MEN,59990.0,33350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,295.0
183403-COG,183403,COG,ARCH FIT COURT BREAK,MEN,59990.0,33350.0,0.0,0.0,0.0,12.0,0.0,0.0,12.0,0.0,279.0
183403-OFWT,183403,OFWT,ARCH FIT COURT BREAK,MEN,59990.0,33350.0,0.0,0.0,0.0,12.0,0.0,0.0,12.0,0,0
183400-BLK,183400,BLK,ARCH FIT COURT BREAK,MEN,57990.0,32200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0
183400-CHOC,183400,CHOC,ARCH FIT COURT BREAK,MEN,57990.0,32200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0
183400-NTTN,183400,NTTN,ARCH FIT COURT BREAK,MEN,57990.0,32200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0
254254-BKNV,254254,BKNV,HOT-SHOT PRO,MEN,57990.0,32200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
254254-TPBR,254254,TPBR,HOT-SHOT PRO,MEN,57990.0,32200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
254254-OLBK,254254,OLBK,HOT-SHOT PRO,MEN,57990.0,32200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
183228-BLK,183228,BLK,ARCH FIT ARCADE,MEN,54990.0,30550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
